Item Title,Publication Title,Book Series Title,Journal Volume,Journal Issue,Item DOI,Authors,Publication Year,URL,Content Type
Cryptographic Authentication for&#xa0;Private RAG-Enabled LLMs,New Frontiers in Artificial Intelligence,,,,10.1007/978-981-96-7071-0_26,Stephen. A. Holmes,2025,https://link.springer.com/chapter/10.1007/978-981-96-7071-0_26,Conference paper
Safety and security of large language models in healthcare,Nature,,,,10.1038/s41586-026-10687-1,Jan ClusmannOscar FreyerMax OstermannDyke FerberNarmin Ghaffari LalehLars HilgersFiona R. KolbingerCarolin V. SchneiderAndrea DowningMagdalena Katharina WekenborgStephen GilbertSebastian FoerschDaniel TruhnIsabella C. WiestJakob Nikolas Kather,2026,https://link.springer.com/article/10.1038/s41586-026-10687-1,Article
Advanced applications of generative AI in actuarial science: case studies beyond ChatGPT,European Actuarial Journal,,,,10.1007/s13385-026-00464-9,Simon HatzesbergerIris Nonneman,2026,https://link.springer.com/article/10.1007/s13385-026-00464-9,Article
PM-LLM-Benchmark: Evaluating Large Language Models on&#xa0;Process Mining Tasks,Process Mining Workshops,,,,10.1007/978-3-031-82225-4_45,Alessandro BertiHumam KouraniWil M. P. van der Aalst,2025,https://link.springer.com/chapter/10.1007/978-3-031-82225-4_45,Conference paper
"Hallucinations in generative artificial intelligence and large language models: tests, datasets, detection and correction methods",Language Resources and Evaluation,,,,10.1007/s10579-026-09938-4,M. Z. Naser,2026,https://link.springer.com/article/10.1007/s10579-026-09938-4,Article
Retrieval-Augmented Generation and the Challenge of Misinformation: A Cross-disciplinary Perspective,Advances in Intelligent Information Hiding and Multimedia Signal Processing,,,,10.1007/978-3-032-23104-8_15,YaJing LiuIsaac Yi-Yuan Lee,2026,https://link.springer.com/chapter/10.1007/978-3-032-23104-8_15,Conference paper
HAMSA: Hijacking Aligned Compact Models via Stealthy Automation,Doklady Mathematics,,,,10.1134/S1064562425700425,A. S. KrylovI. I. VagizovD. S. KorzhM. DouibaA. GuezzazV. N. KokhS. D. ErokhinE. V. TutubalinaO. Y. Rogov,2025,https://link.springer.com/article/10.1134/S1064562425700425,Article
When collaboration fails: persuasion driven adversarial influence in multi agent large language model debate,Scientific Reports,,,,10.1038/s41598-026-42705-7,Insaf KraidiaIyas QaddaraAlhanof AlmutairiNada AlzabenSamir Brahim Belhouari,2026,https://link.springer.com/article/10.1038/s41598-026-42705-7,Article
Medical large language models are vulnerable to data-poisoning attacks,Nature Medicine,,,,10.1038/s41591-024-03445-1,Daniel Alexander AlberZihao YangAnton AlyakinEunice YangSumedha RaiAly A. VallianiJeff ZhangGabriel R. RosenbaumAshley K. Amend-ThomasDavid B. KurlandCaroline M. KremerAlexander EremievBruck NegashDaniel D. WigganMichelle A. NakatsukaKarl L. SangwonSean N. NeifertHammad A. KhanAkshay Vinod SaveAdhith PallaEric A. GrinMonika HedmanMustafa Nasir-MoinXujin Chris LiuLavender Yao JiangMichal A. MankowskiDorry L. SegevYindalon AphinyanaphongsHoward A. RiinaJohn G. GolfinosDaniel A. OrringerDouglas KondziolkaEric Karl Oermann,2025,https://link.springer.com/article/10.1038/s41591-024-03445-1,Article
The Dark Side of&#xa0;LLMs: Agent-based Attack Vectors for&#xa0;System-level Compromise,"Availability, Reliability and Security. ARES 2026 International Workshops",,,,10.1007/978-3-032-35586-7_1,Matteo LupinacciFrancesco Aurelio PirontiFrancesco BlefariFrancesco RomeoLuigi ArenaAngelo Furfaro,2027,https://link.springer.com/chapter/10.1007/978-3-032-35586-7_1,Conference paper
"Large language models: applications, limitations, challenges, and recommendations in cybersecurity, digital forensics, and ethical hacking",Annals of Telecommunications,,,,10.1007/s12243-025-01134-9,Jean Paul A. YaacoubHassan N. NouraOla SalmanGuy Pujolle,2025,https://link.springer.com/article/10.1007/s12243-025-01134-9,Article
Designing and Deploying LLMs for Enterprise Use,Jailbreaking LLMs,,,,10.1007/979-8-8688-2958-1_3,Priyanka Neelakrishnan,2026,https://link.springer.com/chapter/10.1007/979-8-8688-2958-1_3,Chapter
SoK: Security Vulnerabilities in&#xa0;Agentic AI Systems,"Availability, Reliability and Security. ARES 2026 International Workshops",,,,10.1007/978-3-032-35579-9_6,Shuyi GuanAndrey KovalevLi Xie,2027,https://link.springer.com/chapter/10.1007/978-3-032-35579-9_6,Conference paper
Conceptual Design and&#xa0;Taxonomy of&#xa0;a&#xa0;RAG-Based Attack Memory for&#xa0;LLM Red Teaming,Artificial Intelligence in HCI,,,,10.1007/978-3-032-30860-3_5,Irma HeithoffBetiel WoldaiSigurd Schacht,2026,https://link.springer.com/chapter/10.1007/978-3-032-30860-3_5,Conference paper
A survey on large language models with multilingualism: recent advances and new frontiers,Artificial Intelligence Review,,,,10.1007/s10462-026-11534-5,Kaiyu HuangFengran MoXinyu ZhangHongliang LiYou LiYuanchi ZhangWeijian YiYulong MaoJinchen LiuYuzhuang XuJinan XuJian-Yun NieYang Liu,2026,https://link.springer.com/article/10.1007/s10462-026-11534-5,Article
Large language models for DAMA-aligned data management in telecommunication systems: a review of OSS/BSS and 5G/6G applications,Telecommunication Systems,,,,10.1007/s11235-026-01462-8,Omar I. Alsaleh,2026,https://link.springer.com/article/10.1007/s11235-026-01462-8,Article
Responding to Jailbreaking in Enterprise LLMs,Jailbreaking LLMs,,,,10.1007/979-8-8688-2958-1_8,Priyanka Neelakrishnan,2026,https://link.springer.com/chapter/10.1007/979-8-8688-2958-1_8,Chapter
Structural Soft Prompt Injection for Large Language Models in Knowledge Graph Question Answering,Advanced Intelligent Computing Technology and Applications,,,,10.1007/978-981-92-3391-5_48,Xingde ZhuTingjuan LiHan GaoXiaoming Zhang,2027,https://link.springer.com/chapter/10.1007/978-981-92-3391-5_48,Conference paper
Large language models in radiogenomics: a comprehensive survey of applications from imaging to genetics,The Visual Computer,,,,10.1007/s00371-026-04385-2,Muhammad Nadeem CheemaAnam NazirArif HarmanciAkdes Serin HarmanciYasmeen CheemaSaleha MasoodFahad Ahmed Khokhar,2026,https://link.springer.com/article/10.1007/s00371-026-04385-2,Article
"Securing LLM Agents in&#xa0;Production: Threat Models, Defenses, and&#xa0;Operational Trade-Offs",Computational Intelligence in Security for Information Systems,,,,10.1007/978-3-032-29251-3_6,Nestor Torres-DiazMarcos Rodriguez-VegaCandelaria Hernandez-GoyaPino Caballero-Gil,2027,https://link.springer.com/chapter/10.1007/978-3-032-29251-3_6,Conference paper
"Large language models in NLP: evolution, architectural trends, and open challenges",Journal of Big Data,,,,10.1186/s40537-026-01429-1,Haseeb JavedBabar ShahFarman AliDaehan Kwak,2026,https://link.springer.com/article/10.1186/s40537-026-01429-1,Article
Trustworthiness Evaluation of Large Language Models,Introduction to Foundation Models,,,,10.1007/978-3-031-76770-8_12,Pin-Yu ChenSijia Liu,2025,https://link.springer.com/chapter/10.1007/978-3-031-76770-8_12,Chapter
A Survey of Large Language Models,Frontiers of Computer Science,,,,10.1007/s11704-026-60308-3,Wayne Xin ZhaoKun ZhouJunyi LiTianyi TangZican DongYupeng HouBeichen ZhangYingqian MinJunjie ZhangPeiyu LiuXiaolei WangYifan DuChen YangYushuo ChenZhipeng ChenJinhao JiangRuiyang RenYifan LiXinyu TangZikang LiuYiwen HuJian-Yun NieJi-Rong Wen,2026,https://link.springer.com/article/10.1007/s11704-026-60308-3,Article
"Insecure Output Handling in Large Language Models (LLMs) and Approaches to Enhance Output Security, Including Prevention of LLM-Based Web Application Attacks","Contributions Presented at the International Conference on Computing, Communication, Cybersecurity & AI, July 10–11, 2025, Birmingham, UK",,,,10.1007/978-3-032-16791-0_33,Dishita NaikIshita NaikNitin Naik,2026,https://link.springer.com/chapter/10.1007/978-3-032-16791-0_33,Conference paper
"The rise of hallucination in large language models: systematic reviews, performance analysis and challenges",Cluster Computing,,,,10.1007/s10586-025-05891-z,Shamsu AbdullahiKamaluddeen Usman DanyaroHaruna Chiroma,2026,https://link.springer.com/article/10.1007/s10586-025-05891-z,Article
Autosecagent: a semi-automated AI-driven penetration testing framework through recursive memory and real-time RAG,The Journal of Supercomputing,,,,10.1007/s11227-026-08439-z,Abdallah Al-SabbaghEddy AbdoKhouloud SamrouthAhmad A. A. AlkhatibMahmoud Elkhodr,2026,https://link.springer.com/article/10.1007/s11227-026-08439-z,Article
Application of large language models in medicine,Nature Reviews Bioengineering,,,,10.1038/s44222-025-00279-5,Fenglin LiuHongjian ZhouBoyang GuXinyu ZouJinfa HuangJinge WuYiru LiSam S. ChenYining HuaPeilin ZhouJunling LiuChengfeng MaoChenyu YouXian WuYefeng ZhengLei CliftonZheng LiJiebo LuoDavid A. Clifton,2025,https://link.springer.com/article/10.1038/s44222-025-00279-5,Article
A review of large language models and the recommendation task,Discover Artificial Intelligence,,,,10.1007/s44163-025-00334-5,Jacob MunsonThomas CuezzeSiddat NesarDominique Zosso,2025,https://link.springer.com/article/10.1007/s44163-025-00334-5,Article
Large Language Models Are Unreliable for&#xa0;Cyber Threat Intelligence,"Availability, Reliability and Security",,,,10.1007/978-3-032-00627-1_17,Emanuele MezziFabio MassacciKatja Tuma,2025,https://link.springer.com/chapter/10.1007/978-3-032-00627-1_17,Conference paper
The Canary in&#xa0;The Embedding Mine: Detecting Retrieval Poisoning Attacks on&#xa0;LLM Code Generation with&#xa0;Canary Functions,Advanced Information Networking and Applications,,,,10.1007/978-3-032-23335-6_5,Murray DunneKylee SchramThien Dan BalsdonAman Dutt BhagatBohan YaoJitao HuTina PuPan LiuAli SyedLexie StapletonYifei ZhangSebastian Fischmeister,2026,https://link.springer.com/chapter/10.1007/978-3-032-23335-6_5,Conference paper
A cognitive layer architecture to support large-language model performance in psychotherapy interactions,Nature Medicine,,,,10.1038/s41591-026-04278-w,Max RollwageJessica McFadyenKeno JuchemsAnnamaria BaloghSashank PisupatiMargareta-Theodora MirceaTobias U. HauserGeorge PrichardRoss Harper,2026,https://link.springer.com/article/10.1038/s41591-026-04278-w,Article
Evaluating chatbots in the LLM era: a hybrid survey and qualitative synthesis of evaluation frameworks,Journal of Ambient Intelligence and Humanized Computing,,,,10.1007/s12652-026-05091-6,Siddhant AgwanAvishkar TambeSaad ShahGovind Pole,2026,https://link.springer.com/article/10.1007/s12652-026-05091-6,Article
Federated reasoning LLMs: a survey,Frontiers of Computer Science,,,,10.1007/s11704-025-50480-3,Shuyue WeiYongxin TongZimu ZhouYi XuJingkai GaoTongyu WeiTianran HeWeifeng Lv,2025,https://link.springer.com/article/10.1007/s11704-025-50480-3,Article
Evaluating Large Language Models on&#xa0;Cybersecurity Knowledge and&#xa0;Skills: A Comparative Analysis,Foundations and Practice of Security,,,,10.1007/978-3-031-87499-4_11,Mohamed El Amine BekhoucheMyria BouhaddiWahib LarbiKamel Adi,2025,https://link.springer.com/chapter/10.1007/978-3-031-87499-4_11,Conference paper
Multi-stage Knowledge Graph-Augmented LLMs for&#xa0;Reliable Product Configuration,Integrated Systems: AI-Augmented Engineering,,,,10.1007/978-3-032-21981-7_4,Stefan BerlikMohammad Seidpisheh,2026,https://link.springer.com/chapter/10.1007/978-3-032-21981-7_4,Conference paper
Building a Winning Generative AI Strategy,Generative AI for Business Innovation,,,,10.1007/979-8-8688-2682-5_5,Brajesh De,2026,https://link.springer.com/chapter/10.1007/979-8-8688-2682-5_5,Chapter
A survey on large language models for software engineering,Science China Information Sciences,,,,10.1007/s11432-025-4670-0,Quanjun ZhangChunrong FangYang XieYaxin ZhangShengcheng YuWeisong SunYun YangZhenyu Chen,2026,https://link.springer.com/article/10.1007/s11432-025-4670-0,Article
PromptGuard a structured framework for injection resilient language models,Scientific Reports,,,,10.1038/s41598-025-31086-y,Ahmed Alzahrani,2026,https://link.springer.com/article/10.1038/s41598-025-31086-y,Article
Watch Your Words: Successfully Jailbreak LLM by&#xa0;Mitigating the&#xa0;“Prompt Malice”,Web and Big Data,,,,10.1007/978-981-97-7232-2_20,Xiaowei XuYixiao XuXiong ChenPeng ChenMohan LiYanbin Sun,2024,https://link.springer.com/chapter/10.1007/978-981-97-7232-2_20,Conference paper
T2VShield: Model-Agnostic Jailbreak Defense for Text-to-Video Models,International Journal of Computer Vision,,,,10.1007/s11263-025-02724-9,Siyuan LiangJiayang LiuJiecheng ZhaiTianmeng FangRongcheng TuAishan LiuXiaochun CaoDacheng Tao,2026,https://link.springer.com/article/10.1007/s11263-025-02724-9,Article
Juro: A Retrieval-Augmented Generation AI Chatbot for&#xa0;Enhancing Legal Information Access in&#xa0;Resource-Constrained Settings,Pan-African Artificial Intelligence and Smart Systems,,,,10.1007/978-3-031-94439-0_15,Bernard NganduLandry MbaleAntoine Bagula,2025,https://link.springer.com/chapter/10.1007/978-3-031-94439-0_15,Conference paper
Large language model-based multi-agent systems for financial markets simulation: a survey,Science China Information Sciences,,,,10.1007/s11432-026-4986-x,Qinyuan LiuLihang YaoZidong WangYufan YangYifei TangDawei ChengChangjun Jiang,2026,https://link.springer.com/article/10.1007/s11432-026-4986-x,Article
Advancing prompt-based language models in the legal domain: adaptive strategies and research challenges,Artificial Intelligence and Law,,,,10.1007/s10506-025-09459-5,Reshma SheikSneha Ann RejiA. SharonM. Avisha RaiS. Jaya Nirmala,2025,https://link.springer.com/article/10.1007/s10506-025-09459-5,Article
Invited Paper: Security and&#xa0;Privacy in&#xa0;Large Language and&#xa0;Foundation Models: A Survey on&#xa0;GenAI Attacks,Distributed Computing and Intelligent Technology,,,,10.1007/978-3-031-81404-4_1,Giuseppe Francesco ItalianoAlessio MartinoGiorgio Piccardo,2025,https://link.springer.com/chapter/10.1007/978-3-031-81404-4_1,Conference paper
Bias Mitigation in Large Language Models for Tabular Data Classification,Machine Learning,,,,10.1007/s10994-026-07030-0,Haohui LuZhiqi ShaoJunbin GaoShahadat Uddin,2026,https://link.springer.com/article/10.1007/s10994-026-07030-0,Article
"Hard Problems, Soft Guards: Softening LLM Guards with&#xa0;Olympiad-Grade Problems","Knowledge Science, Engineering and Management",,,,10.1007/978-981-92-2859-1_13,Tianmo ZhongMinze XuYuanyuan Yang,2027,https://link.springer.com/chapter/10.1007/978-981-92-2859-1_13,Conference paper
Medical large language models are susceptible to targeted misinformation attacks,npj Digital Medicine,,,,10.1038/s41746-024-01282-7,Tianyu HanSven NebelungFiras KhaderTianci WangGustav Müller-FranzesChristiane KuhlSebastian FörschJens KleesiekChristoph HaarburgerKeno K. BressemJakob Nikolas KatherDaniel Truhn,2024,https://link.springer.com/article/10.1038/s41746-024-01282-7,Article
The new era in financial evolution: a review of applications of generative AI in finance,Memetic Computing,,,,10.1007/s12293-026-00512-7,Shanshan FengElijah Xuan Ye YeoRayner OngJordan Soh Jing RenYi Long TanMiao XieJun WangFan Li,2026,https://link.springer.com/article/10.1007/s12293-026-00512-7,Article
LLM Security Infrastructure,Jailbreaking LLMs,,,,10.1007/979-8-8688-2958-1_2,Priyanka Neelakrishnan,2026,https://link.springer.com/chapter/10.1007/979-8-8688-2958-1_2,Chapter
Jailbreaking Large Language Models Through Content Concretization,Game Theory and AI for Security,,,,10.1007/978-3-032-08064-6_20,Johan WahréusAhmed HussainPanos Papadimitratos,2026,https://link.springer.com/chapter/10.1007/978-3-032-08064-6_20,Conference paper
Current applications and challenges in large language models for patient care: a systematic review,Communications Medicine,,,,10.1038/s43856-024-00717-2,Felix BuschLena HoffmannChristopher RuegerElon HC van DijkRawen KaderEsteban Ortiz-PradoMarcus R. MakowskiLuca SabaMartin HadamitzkyJakob Nikolas KatherDaniel TruhnRenato CuocoloLisa C. AdamsKeno K. Bressem,2025,https://link.springer.com/article/10.1038/s43856-024-00717-2,Article
An Empirical Study of&#xa0;Multi-agent RAG for&#xa0;Real-World University Admissions Counseling,Information and Communication Technology,,,,10.1007/978-981-92-2590-3_10,Chien Vu ManhBao Anh TranViet Phuong NgoLuan Le ChiAnh Quang NguyenLong S. T. NguyenAnh Nguyen-Duc,2027,https://link.springer.com/chapter/10.1007/978-981-92-2590-3_10,Conference paper
LLM Adoption Trends and Associated Risks,Large Language Models in Cybersecurity,,,,10.1007/978-3-031-54827-7_13,Zachary Schillaci,2024,https://link.springer.com/chapter/10.1007/978-3-031-54827-7_13,Chapter
HBS-KGLLM: A General Framework for&#xa0;Generating Knowledge Graphs for&#xa0;Jailbreaking,Database Systems for Advanced Applications,,,,10.1007/978-981-95-3906-2_31,Xinzhe ZhaoBohan LiJunnan ZhuoWenlong WuRuilong HuangYuanrui LiuHaofen WangHua DaiQuoc Viet Hung Nguyen,2026,https://link.springer.com/chapter/10.1007/978-981-95-3906-2_31,Conference paper
An Ensemble of&#xa0;LLMs Finetuned with&#xa0;LoRA for&#xa0;NER in&#xa0;Portuguese Legal Documents,Intelligent Systems,,,,10.1007/978-3-031-79029-4_9,Rafael Oleques NunesLetícia Maria PuttlitzAntonio Oss BollAndre SpritzerCarla Maria Dal Sasso FreitasDennis Giovani BalreiraAnderson Rocha Tavares,2025,https://link.springer.com/chapter/10.1007/978-3-031-79029-4_9,Conference paper
On Open Datasets for LLM Adversarial Testing,Data Analytics and Management in Data Intensive Domains,,,,10.1007/978-3-032-03997-2_10,Dmitry NamiotElena Zubareva,2026,https://link.springer.com/chapter/10.1007/978-3-032-03997-2_10,Conference paper
Advanced Threat Techniques,Adversarial AI Threat Response and Secure Model Design,,,,10.1007/979-8-8688-2308-4_4,Goran Trajkovski,2026,https://link.springer.com/chapter/10.1007/979-8-8688-2308-4_4,Chapter
Privacy dilemmas and opportunities in large language models: a brief review,Frontiers of Computer Science,,,,10.1007/s11704-024-40583-8,Hongyi LiJiawei YeJie Wu,2025,https://link.springer.com/article/10.1007/s11704-024-40583-8,Article
Can large language models generate novel scientific ideas? A comprehensive study on data-driven astronomy,EPJ Data Science,,,,10.1140/epjds/s13688-026-00672-z,Fuyong ZhaoYuyang LiCunshi WangZhenyu LiuPanfeng ChenJifeng LiuHui LiYanhao Wang,2026,https://link.springer.com/article/10.1140/epjds/s13688-026-00672-z,Article
AllGuard: A Multimodal Large Language Model for Edge-Deployed Content Security Assessment,Journal of Computer Science and Technology,,,,10.1007/s11390-025-5508-7,Wei QuWei LuCong ChenTao LiHao-Dong ChenRui-Qi DuXin-Yu Ling,2025,https://link.springer.com/article/10.1007/s11390-025-5508-7,Article
Towards Building a&#xa0;Robust Knowledge Intensive Question Answering Model with&#xa0;Large Language Models,Natural Language Processing and Chinese Computing,,,,10.1007/978-981-97-9431-7_18,Xingyun HongYan ShaoZhilin WangManni DuanXiongnan Jin,2025,https://link.springer.com/chapter/10.1007/978-981-97-9431-7_18,Conference paper
Attacks Beyond Vision,Adversarial AI Threat Response and Secure Model Design,,,,10.1007/979-8-8688-2308-4_3,Goran Trajkovski,2026,https://link.springer.com/chapter/10.1007/979-8-8688-2308-4_3,Chapter
The Role of Red Teaming in LLM Security,Jailbreaking LLMs,,,,10.1007/979-8-8688-2958-1_7,Priyanka Neelakrishnan,2026,https://link.springer.com/chapter/10.1007/979-8-8688-2958-1_7,Chapter
Security Vulnerabilities And Design Flaws in LLMs,Jailbreaking LLMs,,,,10.1007/979-8-8688-2958-1_4,Priyanka Neelakrishnan,2026,https://link.springer.com/chapter/10.1007/979-8-8688-2958-1_4,Chapter
Harnessing LLMs to Build an Autonomous Marketing Agent,Data Science,,,,10.1007/978-3-031-85856-7_21,Nagraj DeshmukhAbithaa Shree VenkateshAnn MathewMonika MadugulaPratik Mahesh MerchantMatthew A. LanhamSharan Shirodkar,2025,https://link.springer.com/chapter/10.1007/978-3-031-85856-7_21,Conference paper
Context-Aware Financial Forecasting Using Generative AI and Vector-Based Retrieval,Innovations in Cybersecurity and Data Science,,,,10.1007/978-3-032-12243-8_13,Karan SankheOmkar KhanolkarYukta PatilMegha TrivediAnil HingmireSneha Mhatre,2026,https://link.springer.com/chapter/10.1007/978-3-032-12243-8_13,Conference paper
MLOps for Generative AI,The Definitive Guide to Machine Learning Operations in AWS,,,,10.1007/979-8-8688-1076-3_9,Neel SendasDeepali Rajale,2024,https://link.springer.com/chapter/10.1007/979-8-8688-1076-3_9,Chapter
Rectifying illusion: a Buddhist–Confucian framework for LLM hallucinations,AI and Ethics,,,,10.1007/s43681-026-01053-y,Sridharan Sankaran,2026,https://link.springer.com/article/10.1007/s43681-026-01053-y,Article
RefineRAG: Word-Level Poisoning Attacks via&#xa0;Retriever-Guided Text Refinement,Pattern Recognition,,,,10.1007/978-3-032-31583-0_35,Ziye WangGuanyu WangKailong Wang,2027,https://link.springer.com/chapter/10.1007/978-3-032-31583-0_35,Conference paper
"Generative AI and misinformation: a scoping review of the role of generative AI in the generation, detection, mitigation, and impact of misinformation",AI & SOCIETY,,,,10.1007/s00146-025-02620-3,Seyeon ParkXiaoli Nan,2025,https://link.springer.com/article/10.1007/s00146-025-02620-3,Article
Unmasking the Security Risks of Generative AI: Threats and Strategies for Defense,Mastering AI Governance,,,,10.1007/978-3-031-93681-4_7,Rajendra Gangavarapu,2025,https://link.springer.com/chapter/10.1007/978-3-031-93681-4_7,Chapter
Prompt Injection Detection via Attention Tracking: A Comparative Evaluation,Innovative Computing and Communications,,,,10.1007/978-3-032-30310-3_46,Nguyen Minh QuanLe Duc MinhNguyen Dai ThanhTruong Cong NguyenPhan Ngoc Thao MyChien D. C. TaVu Nguyen Hong,2026,https://link.springer.com/chapter/10.1007/978-3-032-30310-3_46,Conference paper
Using Generative Artificial Intelligence in Health Economics and Outcomes Research: A Primer on Techniques and Breakthroughs,PharmacoEconomics - Open,,,,10.1007/s41669-025-00580-4,Tim ReasonSven KlijnWill RawlinsonEmma BenbowJulia LanghamSiguroli TeitssonKasper JohannesenBill Malcolm,2025,https://link.springer.com/article/10.1007/s41669-025-00580-4,Article
Susceptibility of Large Language Models to User-Driven Factors in Medical Queries,Journal of Healthcare Informatics Research,,,,10.1007/s41666-025-00218-4,Kyung Ho LimUjin KangXiang LiJin Sung KimYoung-Chul JungSangjoon ParkByung-Hoon Kim,2025,https://link.springer.com/article/10.1007/s41666-025-00218-4,Article
Governance and Compliance in LLM Systems,Observability for Large Language Models,,,,10.1007/979-8-8688-2827-0_18,Ankush Sharma,2026,https://link.springer.com/chapter/10.1007/979-8-8688-2827-0_18,Chapter
LLM Agents for&#xa0;Verifiable Question Generation and&#xa0;Grading,"Artificial Intelligence in Education. Posters and Late Breaking Results, Workshops and Tutorials, Industry and Innovation Tracks, Practitioners, Doctoral Consortium, Blue Sky, and WideAIED",,,,10.1007/978-3-031-99264-3_22,Jacob LevineMatt WestMariana Silva,2025,https://link.springer.com/chapter/10.1007/978-3-031-99264-3_22,Conference paper
Next-gen HR interview process parametric AI copilot design based on pretrained LLM and sentiment analysis deep learning models,Pattern Analysis and Applications,,,,10.1007/s10044-025-01581-z,Smail Tigani,2025,https://link.springer.com/article/10.1007/s10044-025-01581-z,Article
"Adversarial attacks and defenses for large language models (LLMs): methods, frameworks &amp; challenges",International Journal of Multimedia Information Retrieval,,,,10.1007/s13735-024-00334-8,Pranjal Kumar,2024,https://link.springer.com/article/10.1007/s13735-024-00334-8,Article
On AI-Based Critical Systems’ Embedded LLM Trustworthiness: A Real-Time Analytical Filters for LLM Output Control,2nd International Conference on Digital Sovereignty,,,,10.1007/978-3-032-21524-6_41,Yannick FourastierHakima Chaouchi,2026,https://link.springer.com/chapter/10.1007/978-3-032-21524-6_41,Conference paper
From questions to functions - identifying ISO 7010 safety standards pictograms with AI vision,Multimedia Tools and Applications,,,,10.1007/s11042-026-21763-z,Ricardo Beck FeitenEdison Pignaton de Freitas,2026,https://link.springer.com/article/10.1007/s11042-026-21763-z,Article
Towards Safe LLMs Integration,Large Language Models in Cybersecurity,,,,10.1007/978-3-031-54827-7_27,Subhabrata MajumdarTerry Vogelsang,2024,https://link.springer.com/chapter/10.1007/978-3-031-54827-7_27,Chapter
Data-Centric Generative AI and Large Language Models for Intelligent Cybersecurity Analytics,,,,,gefifjbacf,,2027,https://link.springer.com/collections/gefifjbacf,Collection
Jailbreaking LLMs,,,,,10.1007/979-8-8688-2958-1,Priyanka Neelakrishnan,2026,https://link.springer.com/book/10.1007/979-8-8688-2958-1,Book
Architectural Separation for&#xa0;Privacy-Preserving LLM-Assisted Nursing Handovers in&#xa0;Resource-Constrained Healthcare,Artificial Intelligence in Healthcare,,,,10.1007/978-3-032-35390-0_5,Sayantan MandalAshish Tiwari,2027,https://link.springer.com/chapter/10.1007/978-3-032-35390-0_5,Conference paper
Evolution im Dialog: Vom Chatbot zur Conversational AI,Praxishandbuch Digitales Management,,,,10.1007/978-3-658-49614-2_75,Julia Lehmann,2026,https://link.springer.com/rwe/10.1007/978-3-658-49614-2_75,Reference work entry
Evolution im Dialog: Vom Chatbot zur Conversational AI,Praxishandbuch Digitales Management,,,,10.1007/978-3-658-46399-1_75-1,Julia Lehmann,2026,https://link.springer.com/rwe/10.1007/978-3-658-46399-1_75-1,Living reference work entry
"A Holistic Review of Agentic AI Frameworks, Applications, and Research Trajectories",Archives of Computational Methods in Engineering,,,,10.1007/s11831-026-10675-8,Pejman PeykaniSanly GhanidelIman Javadi-SisiVaclav SnaselSeyedali Mirjalili,2026,https://link.springer.com/article/10.1007/s11831-026-10675-8,Article
<b>Ethics and regulation of generative AI in medical device development</b>,AI and Ethics,,,,10.1007/s43681-025-00947-7,Stuart PhillipsDavid McCollAndrew Duncan,2026,https://link.springer.com/article/10.1007/s43681-025-00947-7,Article
Regulation of clinical Artificial Intelligence (AI) in the Age of Agents: Unconfined Non-Deterministic Clinical Software (UNDCS) systems for healthcare,npj Digital Medicine,,,,10.1038/s41746-026-02420-z,Caitlyn TanDinesh Visva GunasekeranCheng Ooi LowGabrielle Sze Yee SimDanella Yaoxin FooRobert J. T. MorrisTien Yin Wong,2026,https://link.springer.com/article/10.1038/s41746-026-02420-z,Article
Future Trends and Responsible AI,Large Language Model Recipes,,,,10.1007/979-8-8688-2607-8_15,Bharath Kumar BollaKalpa SubbaiahSashi Kiran Kaata,2026,https://link.springer.com/chapter/10.1007/979-8-8688-2607-8_15,Chapter
Automating Cloud Security and&#xa0;Forensics Through a&#xa0;Secure-by-Design GenAI Framework,Digital Forensics and Cyber Crime,,,,10.1007/978-3-032-22545-0_23,Dalal AlharthiIvan Roberto Kawaminami Garcia,2026,https://link.springer.com/chapter/10.1007/978-3-032-22545-0_23,Conference paper
No skin in the game: why agentic AI requires principal-agent governance,AI and Ethics,,,,10.1007/s43681-026-01067-6,Martin Prause,2026,https://link.springer.com/article/10.1007/s43681-026-01067-6,Article
AI-Empowered Genome Decoding: Applications of Large Language Models in Genomics,Frontiers of Digital Education,,,,10.1007/s44366-025-0051-1,Shaopeng LiWeiliang FanYu Zhou,2025,https://link.springer.com/article/10.1007/s44366-025-0051-1,Article
Overview of GenAIOPS,A Practical Guide to Generative AI Using Amazon Bedrock,,,,10.1007/979-8-8688-1414-3_14,Avik Bhattacharjee,2025,https://link.springer.com/chapter/10.1007/979-8-8688-1414-3_14,Chapter
CASET: a cascaded attention-based framework for semantic explainability of toxicity in large language models,Applied Intelligence,,,,10.1007/s10489-026-07102-7,Chen ChenHanyang XiaWeidong ZhouChunhe XiaMengyao LiuRui HaoTianbo Wang,2026,https://link.springer.com/article/10.1007/s10489-026-07102-7,Article
Cloud Security in the Age of Generative AI,Revolutionizing the Cloud,,,,10.1007/978-3-032-07479-9_2,Aparna Achanta,2026,https://link.springer.com/chapter/10.1007/978-3-032-07479-9_2,Chapter
Security Vulnerabilities in AI Assistants and Their Implications for IoT-Based Environmental Systems,Smart Trends in Computing and Communications,,,,10.1007/978-3-032-27163-1_20,Navya GuptaBhoomika SaxenaSunil Kumar,2026,https://link.springer.com/chapter/10.1007/978-3-032-27163-1_20,Conference paper
